bikepath_id,name,year,longitude,latitude,path_id,step
4,Forest Hills Entrance Drive,2009,-71.10419621377928,42.30115870399431,4-0,6
4,Forest Hills Entrance Drive,2009,-71.10396902327089,42.301125847988224,4-0,7
4,Forest Hills Entrance Drive,2009,-71.10353060132746,42.30102361773361,4-0,8
4,Forest Hills Entrance Drive,2009,-71.10310360203785,42.30091297954803,4-0,9
4,Forest Hills Entrance Drive,2009,-71.10295207098152,42.30087194344252,4-0,10
4,Forest Hills Entrance Drive,2009,-71.1027572830924,42.30083919699916,4-0,11
4,Forest Hills Entrance Drive,2009,-71.10261637546743,42.30082689602252,4-0,12
4,Forest Hills Entrance Drive,2009,-71.10242683806266,42.300834117964975,4-0,13
4,Forest Hills Entrance Drive,2009,-71.10224780357905,42.300857693881426,4-0,14
5,Blue Hill Avenue,2010,-71.09369575380373,42.2731404481066,5-0,1
5,Blue Hill Avenue,2010,-71.09369367318084,42.273084379659345,5-0,2
5,Blue Hill Avenue,2010,-71.09369377757058,42.27306810431632,5-0,3
5,Blue Hill Avenue,2010,-71.09369465482229,42.27293133219422,5-0,4
5,Blue Hill Avenue,2010,-71.09369533329365,42.2728255514634,5-0,5
5,Blue Hill Avenue,2010,-71.0936981713842,42.272744998613895,5-0,6
6,Blue Hill Avenue,2010,-71.09368251976757,42.27435095562328,6-0,1
6,Blue Hill Avenue,2010,-71.09370237815176,42.27338094837839,6-0,2
7,Blue Hill Avenue,2010,-71.0936355132997,42.27524152729404,7-0,1
7,Blue Hill Avenue,2010,-71.09368251976757,42.27435095562328,7-0,2
8,Blue Hill Avenue,2010,-71.0933834457196,42.27700410909568,8-0,1
8,Blue Hill Avenue,2010,-71.09337483113359,42.27719539414442,8-0,2
9,Blue Hill Avenue,2010,-71.09210932526452,42.28260116903689,9-0,1
9,Blue Hill Avenue,2010,-71.0924146849905,42.28166199593986,9-0,2
9,Blue Hill Avenue,2010,-71.09264912928457,42.28093864867574,9-0,3
10,Glen Lane,2006,-71.09974269096244,42.307988926765894,10-0,1
10,Glen Lane,2006,-71.09955420548717,42.307833292742735,10-0,2
10,Glen Lane,2006,-71.09944758962868,42.307722311408696,10-0,3
10,Glen Lane,2006,-71.09931356509892,42.30757892089529,10-0,4
10,Glen Lane,2006,-71.09920762644555,42.307489085198554,10-0,5
10,Glen Lane,2006,-71.09903770276848,42.307387769724514,10-0,6
10,Glen Lane,2006,-71.09878976654355,42.30727605418546,10-0,7
10,Glen Lane,2006,-71.09806861934462,42.30696926827066,10-0,8
11,Walnut Avenue,2011,-71.09478973121014,42.31357423412459,11-0,1
11,Walnut Avenue,2011,-71.0943952718522,42.31387613121327,11-0,2
12,Blue Hill Avenue,2010,-71.09195052133538,42.28240366185952,12-0,1
12,Blue Hill Avenue,2010,-71.09169602382046,42.28326817312122,12-0,2
13,Blue Hill Avenue,2010,-71.09093305434426,42.286095271978475,13-0,1
13,Blue Hill Avenue,2010,-71.0911062445646,42.28556353686242,13-0,2
14,Blue Hill Avenue,2010,-71.09033436481351,42.28788638186404,14-0,1
14,Blue Hill Avenue,2010,-71.09054830793849,42.2872344235234,14-0,2
15,Blue Hill Avenue,2010,-71.08949414231633,42.2904380395473,15-0,1
15,Blue Hill Avenue,2010,-71.08970975211838,42.28978266424881,15-0,2
16,Blue Hill Avenue,2012,-71.08891162499589,42.292163923049806,16-0,1
16,Blue Hill Avenue,2012,-71.08923339695208,42.29122200696807,16-0,2
17,Blue Hill Avenue,2012,-71.08872587501644,42.292178912675695,17-0,1
17,Blue Hill Avenue,2012,-71.08851632586438,42.29281579107935,17-0,2
17,Blue Hill Avenue,2012,-71.08842206477415,42.29309778800808,17-0,3
18,American Legion Highway,2008,-71.0922075924687,42.29587928478564,18-0,1
18,American Legion Highway,2008,-71.09189039285391,42.29632211753511,18-0,2
18,American Legion Highway,2008,-71.09171548315493,42.29655951402207,18-0,3
18,American Legion Highway,2008,-71.09156798132504,42.29674861740717,18-0,4
19,American Legion Highway,2008,-71.09047977927791,42.29725937549805,19-0,1
19,American Legion Highway,2008,-71.09043203104638,42.297275749221804,19-0,2
19,American Legion Highway,2008,-71.0900585691265,42.29739089551092,19-0,3
19,American Legion Highway,2008,-71.08963513017143,42.297497979963126,19-0,4
20,Blue Hill Avenue,2012,-71.08808997034153,42.29465762868465,20-0,1
20,Blue Hill Avenue,2012,-71.08815661684079,42.29445883709981,20-0,2
21,American Legion Highway,2008,-71.08859836941592,42.29774467202651,21-0,1
21,American Legion Highway,2008,-71.08742046506111,42.29804317077528,21-0,2
21,American Legion Highway,2008,-71.08702459611347,42.29814796602832,21-0,3
22,Talbot Avenue,2010,-71.08307377289178,42.29347308025445,22-0,1
22,Talbot Avenue,2010,-71.08248516936528,42.29328694348928,22-0,2
23,Blue Hill Avenue,2012,-71.08522507476765,42.30291241583132,23-0,1
23,Blue Hill Avenue,2012,-71.08511401897083,42.30329476209068,23-0,2
23,Blue Hill Avenue,2012,-71.08503270332965,42.303484202147075,23-0,3
24,Blue Hill Avenue,2010,-71.0849226668625,42.304427994076796,24-0,1
24,Blue Hill Avenue,2010,-71.08500030053251,42.304177879537704,24-0,2
24,Blue Hill Avenue,2010,-71.08512182560013,42.30382213999758,24-0,3
24,Blue Hill Avenue,2010,-71.08524595732447,42.303446150269444,24-0,4
25,Columbia Road,2010,-71.0834300777645,42.303454207659215,25-0,1
25,Columbia Road,2010,-71.08316934251125,42.30353654254699,25-0,2
25,Columbia Road,2010,-71.08299156841173,42.30362648838992,25-0,3
25,Columbia Road,2010,-71.08284328037406,42.30369853771247,25-0,4
26,Columbia Road,2010,-71.08284328037406,42.30369853771247,26-0,1
26,Columbia Road,2010,-71.08260820411046,42.30388449806817,26-0,2
26,Columbia Road,2010,-71.08230931289575,42.30412086335178,26-0,3
27,Columbia Road,2010,-71.08118456432452,42.30504239186001,27-0,1
27,Columbia Road,2010,-71.0814010016804,42.30492501438834,27-0,2
27,Columbia Road,2010,-71.08185083521896,42.30464643392419,27-0,3
28,Warren Street,2010,-71.08354277171699,42.31475730843515,28-0,1
28,Warren Street,2010,-71.08330442079648,42.31534895293247,28-0,2
29,Warren Street,2011,-71.08178889771087,42.3182699775865,29-0,1
29,Warren Street,2011,-71.08164936471785,42.318560378306906,29-0,2
29,Warren Street,2011,-71.0815554469609,42.31880367662849,29-0,3
29,Warren Street,2011,-71.0814781402397,42.31905772998215,29-0,4
30,Warren Street,2011,-71.08138545109622,42.31980238821552,30-0,1
30,Warren Street,2011,-71.08140594375915,42.319913873699406,30-0,2
30,Warren Street,2011,-71.08143267581183,42.32005689499212,30-0,3
30,Warren Street,2011,-71.0815127754473,42.32032671304808,30-0,4
30,Warren Street,2011,-71.08162079359944,42.32073223806276,30-0,5
31,Columbia Road,2010,-71.0760761261657,42.30756813123176,31-0,1
31,Columbia Road,2010,-71.0762767147785,42.30738655949431,31-0,2
31,Columbia Road,2010,-71.07663659091405,42.30707671899351,31-0,3
32,Columbia Road,2010,-71.07509589457999,42.308196971276836,32-0,1
32,Columbia Road,2010,-71.07481701852296,42.30840919909855,32-0,2
32,Columbia Road,2010,-71.0745868252649,42.30856758400912,32-0,3
32,Columbia Road,2010,-71.0744906832834,42.30863250335874,32-0,4
33,Dorchester Avenue,2010,-71.06801765239756,42.27221639145181,33-0,1
33,Dorchester Avenue,2010,-71.06802307745703,42.272282826559994,33-0,2
33,Dorchester Avenue,2010,-71.06799820075852,42.272459422615704,33-0,3
33,Dorchester Avenue,2010,-71.06788481531555,42.2729229761238,33-0,4
34,Talbot Avenue,2010,-71.07077937036881,42.29014789361171,34-0,1
34,Talbot Avenue,2010,-71.07027040480754,42.290073398518636,34-0,2
34,Talbot Avenue,2010,-71.06985155883187,42.29000937785301,34-0,3
34,Talbot Avenue,2010,-71.06964789448949,42.289951783447655,34-0,4
35,Columbia Road,2010,-71.07229203548779,42.31004547896529,35-0,1
35,Columbia Road,2010,-71.07191073867472,42.310288475128885,35-0,2
35,Columbia Road,2010,-71.07158758958964,42.31048646208476,35-0,3
35,Columbia Road,2010,-71.07132389698147,42.31063514987897,35-0,4
35,Columbia Road,2010,-71.07076256664267,42.3109082121293,35-0,5
35,Columbia Road,2010,-71.07041818222285,42.31107854211389,35-0,6
35,Columbia Road,2010,-71.07014629802435,42.31120525629461,35-0,7
35,Columbia Road,2010,-71.07001846012884,42.3112751139173,35-0,8
36,Columbia Road,2010,-71.0672181148857,42.31461371246442,36-0,1
36,Columbia Road,2010,-71.06700732377053,42.314894828099995,36-0,2
36,Columbia Road,2010,-71.0668194921439,42.31513966952131,36-0,3
37,Dorchester Avenue,2010,-71.06650285071193,42.277904014358036,37-0,1
37,Dorchester Avenue,2010,-71.06637566057964,42.27833174021775,37-0,2
37,Dorchester Avenue,2010,-71.06622997351084,42.2788319867717,37-0,3
38,Dorchester Avenue,2010,-71.06622997351084,42.2788319867717,38-0,1
38,Dorchester Avenue,2010,-71.06604739351019,42.27951833896185,38-0,2
38,Dorchester Avenue,2010,-71.06592013514991,42.27992750055423,38-0,3
39,Dorchester Avenue,2010,-71.06487185951447,42.28369862136109,39-0,1
39,Dorchester Avenue,2010,-71.06478681469139,42.283998777599805,39-0,2
40,Dorchester Avenue,2010,-71.06456206691087,42.28478006621375,40-0,1
40,Dorchester Avenue,2010,-71.06451779302968,42.28493744893256,40-0,2
40,Dorchester Avenue,2010,-71.06442163336764,42.285283142405255,40-0,3
41,Dorchester Avenue,2011,-71.06379639911685,42.28749157821338,41-0,1
41,Dorchester Avenue,2011,-71.06372565444457,42.28777781145911,41-0,2
42,Dorchester Avenue,2011,-71.06372565444457,42.28777781145911,42-0,1
42,Dorchester Avenue,2011,-71.0636686850778,42.288008902945805,42-0,2
43,Dorchester Avenue,2011,-71.06293302773597,42.29062360494363,43-0,1
43,Dorchester Avenue,2011,-71.06280530747935,42.29112109833612,43-0,2
44,Dorchester Avenue,2011,-71.06248863309523,42.292210106819994,44-0,1
44,Dorchester Avenue,2011,-71.06234345575406,42.292728068093325,44-0,2
45,Dorchester Avenue,2011,-71.06030634291932,42.299756153484886,45-0,1
45,Dorchester Avenue,2011,-71.06025785338034,42.299947540436655,45-0,2
45,Dorchester Avenue,2011,-71.06020393684418,42.300132757527585,45-0,3
46,Columbia Road,2010,-71.06520009734415,42.317071225331524,46-0,1
46,Columbia Road,2010,-71.06546618939589,42.31691017890282,46-0,2
46,Columbia Road,2010,-71.06557751118986,42.31681832186461,46-0,3
47,Columbia Road,2010,-71.06547609838678,42.316736911632844,47-0,1
47,Columbia Road,2010,-71.06500978071305,42.31699060368951,47-0,2
48,Columbia Road,2010,-71.06357167574915,42.318617504989255,48-0,1
48,Columbia Road,2010,-71.06397806432044,42.318040606771866,48-0,2
49,Columbia Road,2010,-71.06206936919884,42.32006037099925,49-0,1
49,Columbia Road,2010,-71.06170387489455,42.320284392586586,49-0,2
49,Columbia Road,2010,-71.06148079512303,42.32049961316913,49-0,3
50,Dorchester Avenue,2011,-71.05831125500234,42.30811117378671,50-0,1
50,Dorchester Avenue,2011,-71.05823185786038,42.30848955562038,50-0,2
50,Dorchester Avenue,2011,-71.05813619196802,42.30886393870538,50-0,3
50,Dorchester Avenue,2011,-71.05810474953992,42.30899717657501,50-0,4
51,Dorchester Avenue,2011,-71.05810474953992,42.30899717657501,51-0,1
51,Dorchester Avenue,2011,-71.05799133467687,42.30955098589534,51-0,2
51,Dorchester Avenue,2011,-71.05789600643512,42.30995856767298,51-0,3
52,Dorchester Avenue,2011,-71.05668641848955,42.31692166489264,52-0,1
52,Dorchester Avenue,2011,-71.05669638807795,42.31712201983183,52-0,2
53,Dorchester Avenue,2011,-71.05676351081796,42.31985243308804,53-0,1
53,Dorchester Avenue,2011,-71.05676671078119,42.32031609901151,53-0,2
53,Dorchester Avenue,2011,-71.05676917382954,42.32072180715832,53-0,3
54,Dorchester Avenue,2011,-71.05672350041027,42.31866332133643,54-0,1
54,Dorchester Avenue,2011,-71.0567315567373,42.31908255657571,54-0,2
55,Neponset Avenue,2012,-71.05132819520766,42.2936010712943,55-0,1
55,Neponset Avenue,2012,-71.0514641739154,42.29374340185321,55-0,2
55,Neponset Avenue,2012,-71.05160580937252,42.29386324493723,55-0,3
55,Neponset Avenue,2012,-71.05174122501117,42.29397856115648,55-0,4
55,Neponset Avenue,2012,-71.05190633286992,42.294102436968984,55-0,5
56,Freeport Street,2013,-71.05130254582747,42.30198053843925,56-0,1
56,Freeport Street,2013,-71.05159083124187,42.302213491586265,56-0,2
56,Freeport Street,2013,-71.05199865960934,42.30250430888885,56-0,3
56,Freeport Street,2013,-71.05245028010415,42.30284817991397,56-0,4
56,Freeport Street,2013,-71.05256354328871,42.30293696222314,56-0,5
57,Warren Street,2010,-71.083640587376,42.3135445096113,57-0,1
57,Warren Street,2010,-71.08366320556024,42.313737030253115,57-0,2
57,Warren Street,2010,-71.08371073803379,42.3140596243483,57-0,3
58,Warren Street,2011,-71.08300812103145,42.31610412556001,58-0,1
58,Warren Street,2011,-71.082850240467,42.316362391762816,58-0,2
59,American Legion Highway,2008,-71.09585959194938,42.29199894622228,59-0,1
59,American Legion Highway,2008,-71.09590996024086,42.29197380422223,59-0,2
59,American Legion Highway,2008,-71.09632542687136,42.291713056549334,59-0,3
59,American Legion Highway,2008,-71.0966337133,42.291560520958846,59-0,4
59,American Legion Highway,2008,-71.09711905367313,42.2913647239965,59-0,5
59,American Legion Highway,2008,-71.09720838228802,42.2913362185795,59-0,6
60,American Legion Highway,2008,-71.09714210779525,42.29125106435676,60-0,1
60,American Legion Highway,2008,-71.09700518424842,42.29130523962541,60-0,2
60,American Legion Highway,2008,-71.09650487758665,42.29153081233232,60-0,3
60,American Legion Highway,2008,-71.0962651151844,42.291662759940884,60-0,4
60,American Legion Highway,2008,-71.09586588693607,42.29190331224188,60-0,5
60,American Legion Highway,2008,-71.09580765390302,42.29194305825125,60-0,6
60,American Legion Highway,2008,-71.09575914608392,42.29197327364948,60-0,7
60,American Legion Highway,2008,-71.09564589673481,42.292053903129094,60-0,8
60,American Legion Highway,2008,-71.09537737696996,42.29223864757287,60-0,9
60,American Legion Highway,2008,-71.09483825139453,42.29272572277614,60-0,10
60,American Legion Highway,2008,-71.09444085516151,42.29312157584756,60-0,11
60,American Legion Highway,2008,-71.09435126805772,42.293217861884926,60-0,12
61,Pierpoint Road,2006,-71.09659588145983,42.30703154529987,61-0,1
61,Pierpoint Road,2006,-71.09699168439806,42.30739987059366,61-0,2
61,Pierpoint Road,2006,-71.09723583834275,42.30766453026751,61-0,3
61,Pierpoint Road,2006,-71.09735510923929,42.307817675772256,61-0,4
61,Pierpoint Road,2006,-71.09745826544543,42.30798464279675,61-0,5
61,Pierpoint Road,2006,-71.09753459289395,42.30816739342183,61-0,6
61,Pierpoint Road,2006,-71.09754669690038,42.30836577963508,61-0,7
61,Pierpoint Road,2006,-71.09752956553733,42.308538281607795,61-0,8
61,Pierpoint Road,2006,-71.09749675267848,42.30865518834775,61-0,9
61,Pierpoint Road,2006,-71.09745040547168,42.308799820064834,61-0,10
61,Pierpoint Road,2006,-71.0973089327037,42.30919601558078,61-0,11
61,Pierpoint Road,2006,-71.09725170847905,42.309370359439555,61-0,12
61,Pierpoint Road,2006,-71.09722425131089,42.309528724739785,61-0,13
62,Pierpoint Road,2009,-71.09503151137667,42.30586278474992,62-0,1
62,Pierpoint Road,2009,-71.0950155669862,42.305610787107994,62-0,2
62,Pierpoint Road,2009,-71.0950457481501,42.305433066426076,62-0,3
62,Pierpoint Road,2009,-71.09508784231888,42.30528959637098,62-0,4
62,Pierpoint Road,2009,-71.0951576040523,42.30512960966066,62-0,5
62,Pierpoint Road,2009,-71.09528910188997,42.304925815736254,62-0,6
63,Walnut Avenue,2011,-71.09382126191147,42.314540884849166,63-0,1
63,Walnut Avenue,2011,-71.09375563101472,42.31478542300059,63-0,2
63,Walnut Avenue,2011,-71.09368095736006,42.31501600873754,63-0,3
64,Jewish War Veterans Drive,2009,-71.10224780357905,42.300857693881426,64-0,1
64,Jewish War Veterans Drive,2009,-71.10211223024884,42.30090167406691,64-0,2
64,Jewish War Veterans Drive,2009,-71.10200311880057,42.30098570104573,64-0,3
64,Jewish War Veterans Drive,2009,-71.10193228280691,42.30107042051749,64-0,4
65,Sigourney Street,2011,-71.0989037073387,42.309243604523914,65-0,1
65,Sigourney Street,2011,-71.0985405677171,42.30939594891378,65-0,2
65,Sigourney Street,2011,-71.09831968063197,42.3095009611474,65-0,3
65,Sigourney Street,2011,-71.09819140834045,42.30958491744933,65-0,4
65,Sigourney Street,2011,-71.09806981180223,42.309721786765095,65-0,5
65,Sigourney Street,2011,-71.09798352044203,42.30988016334327,65-0,6
65,Sigourney Street,2011,-71.09792567743276,42.310035823260726,65-0,7
66,Blue Hill Avenue,2010,-71.09098824586758,42.28532397653489,66-0,1
66,Blue Hill Avenue,2010,-71.09087989690951,42.28564432448085,66-0,2
67,Blue Hill Avenue,2010,-71.09087989690951,42.28564432448085,67-0,1
67,Blue Hill Avenue,2010,-71.09057829394311,42.2865525520814,67-0,2
68,Blue Hill Avenue,2010,-71.09365113253655,42.26867217224538,68-0,1
68,Blue Hill Avenue,2010,-71.09360998548549,42.269507059213495,68-0,2
69,Blue Hill Avenue,2010,-71.0937523687116,42.27119732276837,69-0,1
69,Blue Hill Avenue,2010,-71.09378216849305,42.26991730559294,69-0,2
70,Blue Hill Avenue,2010,-71.09370237815176,42.27338094837839,70-0,1
70,Blue Hill Avenue,2010,-71.093700293378,42.273262775988314,70-0,2
71,Blue Hill Avenue,2010,-71.0936981713842,42.272744998613895,71-0,1
71,Blue Hill Avenue,2010,-71.09373516478345,42.271694679636234,71-0,2
72,Blue Hill Avenue,2010,-71.09316397401187,42.27944090326087,72-0,1
72,Blue Hill Avenue,2010,-71.09338154315466,42.27877601152155,72-0,2
72,Blue Hill Avenue,2010,-71.09345405765332,42.27857538789621,72-0,3
72,Blue Hill Avenue,2010,-71.09349046621588,42.278421341506835,72-0,4
73,Blue Hill Avenue,2010,-71.08935492376993,42.29028981682997,73-0,1
73,Blue Hill Avenue,2010,-71.08911320249499,42.29099869660188,73-0,2
74,Blue Hill Avenue,2012,-71.08904852708896,42.291184773742444,74-0,1
74,Blue Hill Avenue,2012,-71.08899610301177,42.29134735898067,74-0,2
74,Blue Hill Avenue,2012,-71.08885497390713,42.291785032692594,74-0,3
74,Blue Hill Avenue,2012,-71.08874266400154,42.29212787075097,74-0,4
74,Blue Hill Avenue,2012,-71.08872587501644,42.292178912675695,74-0,5
75,American Legion Highway,2008,-71.09156798132504,42.29674861740717,75-0,1
75,American Legion Highway,2008,-71.09143705730564,42.29686518740339,75-0,2
75,American Legion Highway,2008,-71.0913500950102,42.29692171411298,75-0,3
75,American Legion Highway,2008,-71.09118152001707,42.296999887112705,75-0,4
75,American Legion Highway,2008,-71.09092084702993,42.29710812253498,75-0,5
75,American Legion Highway,2008,-71.09047977927791,42.29725937549805,75-0,6
76,Blue Hill Avenue,2012,-71.08799681331986,42.294939200590576,76-0,1
76,Blue Hill Avenue,2012,-71.08808997034153,42.29465762868465,76-0,2
77,Talbot Avenue,2010,-71.08783859022391,42.294911064050346,77-0,1
77,Talbot Avenue,2010,-71.08746183819265,42.29477579021804,77-0,2
77,Talbot Avenue,2010,-71.08718008978741,42.29468233883596,77-0,3
78,Blue Hill Avenue,2012,-71.08693217864229,42.298449807132826,78-0,1
78,Blue Hill Avenue,2012,-71.08702459611347,42.29814796602832,78-0,2
79,Blue Hill Avenue,2012,-71.08694815758032,42.297710614136456,79-0,1
79,Blue Hill Avenue,2012,-71.0868320992333,42.298131651939954,79-0,2
80,Talbot Avenue,2010,-71.08121320042392,42.29291994324675,80-0,1
80,Talbot Avenue,2010,-71.07953368777228,42.29243890111949,80-0,2
81,Jewish War Veterans Drive,2009,-71.08572739878825,42.30195338823965,81-0,1
81,Jewish War Veterans Drive,2009,-71.08556654890526,42.301876197151955,81-0,2
82,American Legion Highway,2010,-71.08702459611347,42.29814796602832,82-0,1
82,American Legion Highway,2010,-71.0868320992333,42.298131651939954,82-0,2
83,Walnut Avenue,2011,-71.09161911271761,42.31699708248754,83-0,1
83,Walnut Avenue,2011,-71.09136085439505,42.31748232576675,83-0,2
83,Walnut Avenue,2011,-71.09129391403674,42.31760475138719,83-0,3
84,Walnut Avenue,2011,-71.08772487218492,42.32021231786999,84-0,1
84,Walnut Avenue,2011,-71.08742561626248,42.32029473664423,84-0,2
85,Old Road,2009,-71.08478252192187,42.30259425217992,85-0,1
85,Old Road,2009,-71.08451314907698,42.30301192154334,85-0,2
85,Old Road,2009,-71.08434815136889,42.30326284429335,85-0,3
86,Columbia Road,2010,-71.08247463330979,42.30422443688104,86-0,1
86,Columbia Road,2010,-71.08269454245587,42.30401085004042,86-0,2
86,Columbia Road,2010,-71.08295815817442,42.303808116976874,86-0,3
86,Columbia Road,2010,-71.08298641859162,42.303792059160344,86-0,4
86,Columbia Road,2010,-71.08319135917752,42.30367560441135,86-0,5
86,Columbia Road,2010,-71.0834064295907,42.30359198394917,86-0,6
86,Columbia Road,2010,-71.08354384906202,42.30356743844798,86-0,7
86,Columbia Road,2010,-71.08367508177396,42.30354400384441,86-0,8
86,Columbia Road,2010,-71.0840546415516,42.30351780496536,86-0,9
87,Warren Street,2010,-71.08266798517326,42.30953521906435,87-0,1
87,Warren Street,2010,-71.08277306445584,42.30975279681377,87-0,2
87,Warren Street,2010,-71.08289257987698,42.309936666551415,87-0,3
87,Warren Street,2010,-71.08305423361419,42.31019664995307,87-0,4
87,Warren Street,2010,-71.08322276719468,42.31047747926666,87-0,5
87,Warren Street,2010,-71.08325055044962,42.31060418541946,87-0,6
88,Martin Luther King Boulevard,2010,-71.08191696868994,42.31802117103689,88-0,1
88,Martin Luther King Boulevard,2010,-71.08207173662095,42.31806450165109,88-0,2
89,Talbot Avenue,2010,-71.06964789448949,42.289951783447655,89-0,1
89,Talbot Avenue,2010,-71.06901444719,42.28982280359514,89-0,2
89,Talbot Avenue,2010,-71.06860727715357,42.289685665342496,89-0,3
89,Talbot Avenue,2010,-71.06843972080048,42.289641145329334,89-0,4
89,Talbot Avenue,2010,-71.06835314411836,42.289612125592214,89-0,5
90,Talbot Avenue,2010,-71.07718135008832,42.291738720221936,90-0,1
90,Talbot Avenue,2010,-71.07653782890264,42.29155235066336,90-0,2
90,Talbot Avenue,2010,-71.07610537770829,42.29142415527258,90-0,3
91,Columbia Road,2010,-71.07233426832777,42.31021296216383,91-0,1
91,Columbia Road,2010,-71.07299076406309,42.30979394907171,91-0,2
91,Columbia Road,2010,-71.07318971554923,42.30966020956685,91-0,3
92,Talbot Avenue,2010,-71.07160230450359,42.29021792449606,92-0,1
92,Talbot Avenue,2010,-71.07109150022457,42.29016368570952,92-0,2
92,Talbot Avenue,2010,-71.07077937036881,42.29014789361171,92-0,3
93,Columbia Road,2010,-71.06849897987153,42.312726215055854,93-0,1
93,Columbia Road,2010,-71.06863477780504,42.31257367493678,93-0,2
93,Columbia Road,2010,-71.06884471568185,42.312388214308136,93-0,3
93,Columbia Road,2010,-71.06929816614054,42.31198477918814,93-0,4
94,Talbot Avenue,2010,-71.06430283755351,42.28569851989666,94-0,1
94,Talbot Avenue,2010,-71.06447539558717,42.28619827856814,94-0,2
94,Talbot Avenue,2010,-71.06474505557425,42.28679462486763,94-0,3
94,Talbot Avenue,2010,-71.06494937533581,42.28716790230096,94-0,4
94,Talbot Avenue,2010,-71.06510391841321,42.28745151870487,94-0,5
94,Talbot Avenue,2010,-71.06532561685992,42.28772301253137,94-0,6
95,Dorchester Avenue,2011,-71.06351469597075,42.2885469399796,95-0,1
95,Dorchester Avenue,2011,-71.06344980952834,42.28876643954574,95-0,2
96,Dorchester Avenue,2011,-71.06326125819987,42.28945895846089,96-0,1
96,Dorchester Avenue,2011,-71.06314557720349,42.289886723678904,96-0,2
96,Dorchester Avenue,2011,-71.06311547316562,42.289965948442195,96-0,3
97,Dorchester Avenue,2011,-71.06234345575406,42.292728068093325,97-0,1
97,Dorchester Avenue,2011,-71.06225870652968,42.29301021437135,97-0,2
